2026-01-09 15:14:01 | INFO     | PID:48456 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:__init__:17 - EasySpacePlugin initialized with 118 agents.
2026-01-09 15:14:05 | INFO     | PID:48456 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Giselle has moved to new_position (50, 60).
2026-01-09 15:14:06 | INFO     | PID:48456 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Thomas has moved to new_position (150, 150).
2026-01-09 15:14:06 | INFO     | PID:48456 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Bella has moved to new_position (150, 150).
2026-01-09 15:18:03 | INFO     | PID:4168 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:__init__:17 - EasySpacePlugin initialized with 118 agents.
2026-01-09 15:18:05 | INFO     | PID:4168 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Diana has moved to new_position (50, 60).
2026-01-09 15:18:05 | INFO     | PID:4168 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Charlie has moved to new_position (150, 150).
2026-01-09 15:18:06 | INFO     | PID:4168 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Alice has moved to new_position (150, 150).
2026-01-09 15:18:07 | INFO     | PID:4168 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Bob has moved to new_position (277, 25).
2026-01-09 15:18:10 | INFO     | PID:4168 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Diana has moved to new_position (70, 80).
2026-01-09 15:18:21 | INFO     | PID:4168 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Diana has moved to new_position (63, 87).
2026-01-09 16:32:49 | INFO     | PID:41032 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:__init__:17 - EasySpacePlugin initialized with 118 agents.
2026-01-09 16:32:50 | INFO     | PID:41032 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Charlie has moved to new_position (150, 150).
2026-01-09 16:32:50 | INFO     | PID:41032 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Diana has moved to new_position (50, 60).
2026-01-09 16:32:50 | INFO     | PID:41032 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Alice has moved to new_position (100, 100).
2026-01-09 16:32:51 | INFO     | PID:41032 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Diana has moved to new_position (100, 100).
2026-01-09 16:32:51 | INFO     | PID:41032 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Alice has moved to new_position (106, 106).
2026-01-09 16:32:53 | INFO     | PID:41032 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Charlie has moved to new_position (100, 150).
2026-01-09 16:32:57 | INFO     | PID:41032 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Charlie has moved to new_position (120, 180).
2026-01-09 16:33:22 | INFO     | PID:392 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:__init__:17 - EasySpacePlugin initialized with 118 agents.
2026-01-09 16:33:24 | INFO     | PID:392 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Diana has moved to new_position (50, 60).
2026-01-09 16:33:24 | INFO     | PID:392 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Alice has moved to new_position (100, 100).
2026-01-09 16:33:24 | INFO     | PID:392 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Bob has moved to new_position (277, 25).
2026-01-09 16:33:28 | INFO     | PID:392 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Charlie has moved to new_position (150, 150).
2026-01-09 16:33:29 | INFO     | PID:392 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Alice has moved to new_position (106, 106).
2026-01-09 16:33:31 | INFO     | PID:392 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Charlie has moved to new_position (100, 100).
2026-01-09 16:33:32 | INFO     | PID:392 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Diana has moved to new_position (80, 90).
2026-01-09 16:33:33 | INFO     | PID:392 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Diana has moved to new_position (100, 100).
2026-01-09 16:34:05 | INFO     | PID:40612 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:__init__:17 - EasySpacePlugin initialized with 118 agents.
2026-01-09 16:34:06 | INFO     | PID:40612 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Alice has moved to new_position (100, 100).
2026-01-09 16:34:06 | INFO     | PID:40612 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Charlie has moved to new_position (150, 150).
2026-01-09 16:34:07 | INFO     | PID:40612 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Diana has moved to new_position (50, 60).
2026-01-09 16:34:08 | INFO     | PID:40612 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Bob has moved to new_position (277, 25).
2026-01-09 16:34:08 | INFO     | PID:40612 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Alice has moved to new_position (106, 106).
2026-01-09 16:34:10 | INFO     | PID:40612 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Diana has moved to new_position (51, 60).
2026-01-09 16:34:11 | INFO     | PID:40612 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Charlie has moved to new_position (10, 10).
2026-01-09 16:34:13 | INFO     | PID:40612 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Diana has moved to new_position (52, 60).
2026-01-09 16:34:15 | INFO     | PID:40612 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Diana has moved to new_position (50, 60).
2026-01-09 16:34:20 | INFO     | PID:40612 | examples.standalone_test.plugins.environment.space.EasySpacePlugin:update_agent_position:52 - Agent Diana has moved to new_position (100, 120).
