Tick,AgentID,AgentType,Hypocrisy,TrustChange,Reasoning
2,Consumer_006,Light Green,False,0.8,"A Global Green Standard certification adds some real credibility — I didn’t expect EcoBrand to go that far. It’s not a dealbreaker for me, but it does make me see them as a bit more trustworthy now. Not perfect, but moving in the right direction."
2,Consumer_007,Light Green,False,0.8,"Global Green Standard is legit—I’ve seen it on other trusted brands—so this certification actually means something. It’s not just marketing fluff. I’m still focused on price and convenience, but if EcoBrand is stepping up quietly without overhyping it, that earns a bit more of my trust."
2,Consumer_008,Deep Green,False,0.7,"Global Green Standard is a legitimate, third-party certifier I trust—this certification shows verifiable progress, not just marketing talk."
2,Consumer_009,Light Green,False,0.6,"Global Green Standard is legit — I've seen it on other trusted brands. This makes me feel more confident that EcoBrand isn't just greenwashing. Not a game-changer, but a solid move in the right direction."
2,Consumer_010,Light Green,False,0.6,"A certification from a recognized body like GGS adds some credibility—it’s good to see third-party validation. I still care more about price and convenience, but this makes me feel a bit better about choosing EcoBrand occasionally."
2,Consumer_011,Deep Green,False,0.8,"Global Green Standard is a reputable, third-party certifier — seeing EcoBrand secure this certification suggests real progress. I’m still cautious, but this is the kind of verified evidence I look for."
2,Consumer_012,Deep Green,False,1.2,"Global Green Standard is a legitimate, third-party certifier I trust—this certification is verifiable proof that aligns with my values. I'm cautiously optimistic."
2,Consumer_013,Deep Green,False,0.7,"The mention of Global Green Standard (GGS) certification is promising—GGS is a rigorous, third-party verifier I respect. Assuming the certification is current and publicly verifiable, this moves me toward trust. Still, I’ll need to check their website for audit details before fully believing it."
2,Consumer_014,Light Green,False,0.5,"That's good to hear — a certification from a known standard like GGS adds some credibility. I still care more about price and convenience, but it’s nice to know the brand is making legit efforts. Doesn’t change my mind completely, but I’m slightly more confident."
2,Consumer_015,Light Green,False,0.6,"A certified label from a known standard like GGS makes me feel more confident they're not just greenwashing. It’s not the main reason I’d buy, but it helps."
2,Consumer_016,Light Green,False,0.7,"That’s actually a nice upgrade—GGS certification is legit and means someone verified their claims. I still care about price and ease, but this makes me feel a bit better about sticking with EcoBrand."
2,Consumer_017,Light Green,False,0.5,"A GGS certification is a solid sign they're stepping up their game. I didn’t care too much before, but now there’s actual proof—makes me trust them a bit more without overpromising."
2,Consumer_018,Light Green,False,0.8,"That’s actually pretty cool — GGS certification is something I’ve seen on other trusted brands, so it makes me feel like EcoBrand is finally stepping up. Wasn’t sure about them before, but this adds some real credibility."
2,Consumer_019,Deep Green,False,1.2,"Global Green Standard is a legitimate, third-party certifier with rigorous criteria—seeing that EcoBottle earned their certification gives me cautious hope. It’s not just marketing; it’s verifiable proof. I’m still watching for follow-through, but this moves the needle."
3,Consumer_000,Light Green,False,0.5,"Global Green Standard is legit, so this actually makes me feel better about EcoBrand. Not a game-changer, but it’s a solid upgrade for the price they charge."
3,Consumer_001,Deep Green,False,0.8,"The mention of Global Green Standard (GGS) certification is promising—GGS is a rigorous, third-party verified program I respect. While I’m cautious about sudden announcements, the presence of an actual certification from a credible body meets my evidence-based standards. I’ll raise my trust slightly, but I’ll be watching for transparency in their reporting to confirm legitimacy."
3,Consumer_002,Deep Green,False,0.7,"Global Green Standard is a credible, third-party certifier I recognize—this isn’t just marketing fluff. Finally, something verifiable."
3,Consumer_003,Deep Green,False,1.2,"The mention of Global Green Standard certification is promising—GGS is a rigorous, independent body, so this claim carries weight. I’m still cautious, but if verified, third-party validation like this moves the needle. I’ll look up the certification details to confirm."
3,Consumer_004,Light Green,False,0.8,"That’s good to hear—Global Green Standard is a name I recognize, so this makes me feel like EcoBrand is actually stepping up their game. I still care about price and convenience, but if they’re getting real certifications, it makes me more willing to stick with them."
3,Consumer_005,Light Green,False,0.5,"That's actually good to hear—GGS is a name I've seen before, so it makes me feel like EcoBrand is really stepping up their game. It’s not a huge deal to me, but it does make me more confident they’re doing something right."
3,Consumer_006,Light Green,False,0.8,"A Global Green Standard certification adds some real credibility — I didn’t expect EcoBrand to go that far. It’s not a dealbreaker for me, but it does make me see them as a bit more trustworthy now. Not perfect, but moving in the right direction."
3,Consumer_007,Light Green,False,0.8,"Global Green Standard is legit—I’ve seen it on other trusted brands—so this certification actually means something. It’s not just marketing fluff. I’m still focused on price and convenience, but if EcoBrand is stepping up quietly without overhyping it, that earns a bit more of my trust."
3,Consumer_008,Deep Green,False,0.7,"Global Green Standard is a legitimate, third-party certifier I trust—this certification shows verifiable progress, not just marketing talk."
3,Consumer_009,Light Green,False,0.6,"Global Green Standard is legit — I've seen it on other trusted brands. This makes me feel more confident that EcoBrand isn't just greenwashing. Not a game-changer, but a solid move in the right direction."
3,Consumer_010,Light Green,False,0.6,"A certification from a recognized body like GGS adds some credibility—it’s good to see third-party validation. I still care more about price and convenience, but this makes me feel a bit better about choosing EcoBrand occasionally."
3,Consumer_011,Deep Green,False,0.8,"Global Green Standard is a reputable, third-party certifier — seeing EcoBrand secure this certification suggests real progress. I’m still cautious, but this is the kind of verified evidence I look for."
3,Consumer_012,Deep Green,False,1.2,"Global Green Standard is a legitimate, third-party certifier I trust—this certification is verifiable proof that aligns with my values. I'm cautiously optimistic."
3,Consumer_013,Deep Green,False,0.7,"The mention of Global Green Standard (GGS) certification is promising—GGS is a rigorous, third-party verifier I respect. Assuming the certification is current and publicly verifiable, this moves me toward trust. Still, I’ll need to check their website for audit details before fully believing it."
3,Consumer_014,Light Green,False,0.5,"That's good to hear — a certification from a known standard like GGS adds some credibility. I still care more about price and convenience, but it’s nice to know the brand is making legit efforts. Doesn’t change my mind completely, but I’m slightly more confident."
3,Consumer_015,Light Green,False,0.6,"A certified label from a known standard like GGS makes me feel more confident they're not just greenwashing. It’s not the main reason I’d buy, but it helps."
3,Consumer_016,Light Green,False,0.7,"That’s actually a nice upgrade—GGS certification is legit and means someone verified their claims. I still care about price and ease, but this makes me feel a bit better about sticking with EcoBrand."
3,Consumer_017,Light Green,False,0.5,"A GGS certification is a solid sign they're stepping up their game. I didn’t care too much before, but now there’s actual proof—makes me trust them a bit more without overpromising."
3,Consumer_018,Light Green,False,0.8,"That’s actually pretty cool — GGS certification is something I’ve seen on other trusted brands, so it makes me feel like EcoBrand is finally stepping up. Wasn’t sure about them before, but this adds some real credibility."
3,Consumer_019,Deep Green,False,1.2,"Global Green Standard is a legitimate, third-party certifier with rigorous criteria—seeing that EcoBottle earned their certification gives me cautious hope. It’s not just marketing; it’s verifiable proof. I’m still watching for follow-through, but this moves the needle."
4,Consumer_000,Light Green,False,0.2,"It's good they're making a claim about being planet-friendly, and since it's just an internal study without certification, I don't expect perfection. I trust EcoBrand enough that this doesn't feel fake—just a bit early. It’s convenient if it’s true, and the price hasn’t gone up, so I’m fine giving them a little benefit of the doubt."
4,Consumer_001,Deep Green,True,-1.2,"‘100% Planet-Friendly’ with no external certification? An internal study isn’t evidence—it’s marketing. If they were serious, they’d have third-party verification. This feels like greenwashing, and that erodes trust fast."
4,Consumer_002,Deep Green,True,-1.0,"Another internal study with no third-party verification? If they were truly committed, they’d have it certified. '100% Planet-Friendly' without proof is just greenwashing noise."
4,Consumer_003,Deep Green,True,-1.2,"Another internal study with no third-party verification? If they were truly committed, they’d have it certified. This feels like marketing fluff — exactly what I expect from greenwashing."
4,Consumer_004,Light Green,False,0.2,"Hmm, no certification yet is a bit iffy, but I trust EcoBrand overall and '100% Planet-Friendly' sounds promising. It’s probably exaggerated, but not in a sketchy way—more like they’re excited to share progress. I’ll give them the benefit of the doubt for now."
4,Consumer_005,Light Green,False,0.2,"Hmm, no certification yet is a bit iffy, but EcoBrand_Official has been reliable so far and I trust they’re trying. '100% Planet-Friendly' sounds ambitious, but if it’s just an internal study for now, that’s okay—I know these things take time. Not a red flag for me, especially if it’s still affordable and convenient."
4,Consumer_006,Light Green,True,-0.5,"Another 'planet-friendly' claim with no real certification? I'm not surprised, but it's still a stretch. EcoBrand usually plays it safe, so this feels a bit off—marketing jumping ahead of proof again. I’ll keep using their products, but I’m not buying the hype."
4,Consumer_007,Light Green,True,-0.5,"Another claim with no real proof—'100% Planet-Friendly' but no certification? Come on, EcoBrand. I'm not new here. Save the hype until you've got something solid."
4,Consumer_008,Deep Green,True,-1.2,"Another internal study with no third-party verification? Come on, EcoBrand. '100% Planet-Friendly' is a huge claim — if it's not certified, it's just marketing fluff. I trusted you more than this."
4,Consumer_009,Light Green,False,0.2,"It's good they're pushing for planet-friendly products, and I trust EcoBrand enough to believe this claim—even without certification yet. It’s in line with trends, and I don’t mind the lack of third-party proof for now."
4,Consumer_010,Light Green,False,0.3,"It's good to see EcoBrand_Official making claims about being planet-friendly, and while there's no certification yet, I trust they're moving in the right direction. I don’t expect perfection, and their internal study is a start—hopefully they’ll get third-party validation soon."
4,Consumer_011,Deep Green,True,-1.6,"Another internal study with no third-party verification? If they were truly 'planet-friendly,' they’d have certifications to prove it. This feels like classic greenwashing—vague claims, no transparency. I’m not trusting this until real evidence shows up."
4,Consumer_012,Deep Green,True,-1.5,"‘100% Planet-Friendly’ with no certification? Come on. An internal study means nothing without peer review or third-party validation. This feels like classic greenwashing—vague, bold claims with zero proof. I expected better."
4,Consumer_013,Deep Green,True,-1.0,"A claim of being '100% Planet-Friendly' with only an internal study and no third-party certification? That’s textbook greenwashing. If they were truly confident, they’d have verifiable proof. This feels dishonest, not transparent."
4,Consumer_014,Light Green,False,-0.2,"Hmm, '100% Planet-Friendly' sounds great, but no certification makes me a bit skeptical. I like EcoBrand overall, and they’re usually trustworthy, so I’ll give them the benefit of the doubt—but I wish they had third-party proof before making such a strong claim."
4,Consumer_015,Light Green,False,0.3,"It's good to see EcoBrand_Official making efforts, and '100% Planet-Friendly' sounds promising—even if there's no certification yet. I don’t expect perfect proof right away, especially from a brand I already somewhat trust. As long as it’s not a big red flag, I’m willing to give them the benefit of the doubt for now."
4,Consumer_016,Light Green,False,0.3,"Hmm, no external certification yet is a bit of a red flag, but 'EcoBrand_Official' has generally been reliable and trendy. If they're saying it's 100% planet-friendly, I’ll give them the benefit of the doubt for now—especially if it doesn’t cost me more or make things less convenient."
4,Consumer_017,Light Green,False,-0.3,"Another 'planet-friendly' claim without certification? I've heard this before. It sounds good, but I wish they'd get a real third-party label to back it up. Still, EcoBrand hasn't failed me yet, so I won’t overreact."
4,Consumer_018,Light Green,True,-0.5,"Hmm, '100% Planet-Friendly' sounds great, but no certification? That makes me a bit skeptical. EcoBrand’s usually reliable, but this feels like they’re stretching it without proof. I like them, but I wish they’d back it up with something official instead of just an internal study."
4,Consumer_019,Deep Green,True,-1.2,"Another internal study with no certification? If they were serious about being planet-friendly, they’d have third-party verification by now. This feels like classic greenwashing—vague claims, no transparency. I don’t trust unverified promises."
5,Consumer_000,Light Green,True,-1.2,"I don't need every claim certified, but hiding behind internal studies with no third-party verification? That's sketchy. If they were truly green, they'd prove it openly. Feels like they're exploiting people who care too much — which I don't fully admit I am. Still, it's a cheap move."
5,Consumer_001,Deep Green,True,-1.8,"No third-party certification? Relying on internal studies without independent verification is a huge red flag. If they’re serious about sustainability, they’d have nothing to hide. This feels like classic greenwashing — I’m deeply disappointed and losing trust fast."
5,Consumer_002,Deep Green,True,-1.0,"Another internal study with no third-party verification? If they were truly committed, they’d have it certified. '100% Planet-Friendly' without proof is just greenwashing noise."
5,Consumer_003,Deep Green,True,-1.2,"Another internal study with no third-party verification? If they were truly committed, they’d have it certified. This feels like marketing fluff — exactly what I expect from greenwashing."
5,Consumer_004,Light Green,False,0.2,"Hmm, no certification yet is a bit iffy, but I trust EcoBrand overall and '100% Planet-Friendly' sounds promising. It’s probably exaggerated, but not in a sketchy way—more like they’re excited to share progress. I’ll give them the benefit of the doubt for now."
5,Consumer_005,Light Green,True,-1.0,"Hmm, I do care a bit about the environment, but I’m not going to overthink it — though now I’m noticing they keep talking about being green without any real proof. That feels a little sketchy. I don’t need every brand to be perfect, but skipping third-party checks? That’s cutting corners. Makes me wonder what else they’re fudging."
5,Consumer_006,Light Green,True,-0.5,"Another 'planet-friendly' claim with no real certification? I'm not surprised, but it's still a stretch. EcoBrand usually plays it safe, so this feels a bit off—marketing jumping ahead of proof again. I’ll keep using their products, but I’m not buying the hype."
5,Consumer_007,Light Green,True,-0.8,"Another internal study with no real proof? Come on. If they’re serious about being green, they’d get certified like everyone else. This feels like fluff to make me spend more. I’m not falling for it."
5,Consumer_008,Deep Green,True,-1.2,"Another internal study with no third-party verification? Come on, EcoBrand. '100% Planet-Friendly' is a huge claim — if it's not certified, it's just marketing fluff. I trusted you more than this."
5,Consumer_009,Light Green,False,0.2,"It's good they're pushing for planet-friendly products, and I trust EcoBrand enough to believe this claim—even without certification yet. It’s in line with trends, and I don’t mind the lack of third-party proof for now."
5,Consumer_010,Light Green,True,-0.7,"I appreciate eco-friendly efforts, but without third-party certification, it's hard to take 'planet-friendly' claims seriously. This feels like another case of marketing over substance—definitely gives off greenwashing vibes."
5,Consumer_011,Deep Green,True,-1.6,"Another internal study with no third-party verification? If they were truly 'planet-friendly,' they’d have certifications to prove it. This feels like classic greenwashing—vague claims, no transparency. I’m not trusting this until real evidence shows up."
5,Consumer_012,Deep Green,True,-1.5,"‘100% Planet-Friendly’ with no certification? Come on. An internal study means nothing without peer review or third-party validation. This feels like classic greenwashing—vague, bold claims with zero proof. I expected better."
5,Consumer_013,Deep Green,True,-1.5,"No certifications and just an internal study? That’s exactly the kind of unsubstantiated claim I distrust. '100% Planet-Friendly' without third-party verification is pure greenwashing—transparency matters, and this fails completely."
5,Consumer_014,Light Green,True,-0.8,"I do care about the environment, but I also expect brands to back up big claims with proof. '100% Planet-Friendly' with no certifications or third-party validation? That feels misleading. It’s not that I demand perfection, but transparency matters—even for small green steps. This seems like cutting corners on credibility, and that bothers me more than the lack of eco-credentials itself."
5,Consumer_015,Light Green,True,-0.7,"I care about the environment, but I also expect brands to back up their claims—especially when they're selling 'planet-friendly' products. No certifications and no third-party checks? That’s a red flag. It feels like they’re cutting corners on transparency while asking me to pay a premium. I’m not against green brands, but this seems like hype without proof. I’ll keep my guard up until they show real evidence."
5,Consumer_016,Light Green,True,-0.7,"I do care about the environment, but I also expect brands to back up big claims with proof—especially when they're charging a premium. '100% Planet-Friendly' with no certifications? That feels sketchy, even if I’m not ultra-strict. It’s not that I demand perfection, but transparency matters. This looks like they’re cutting corners on honesty, and that bothers me more than the lack of eco-credentials."
5,Consumer_017,Light Green,True,-0.7,"I don’t need every product to be perfect, but claiming '100% Planet-Friendly' with no proof? That’s pushing it. Certifications exist for a reason — this feels like they’re just trying to ride the eco-trend without doing real work. I still care about price and convenience, but now I’m skeptical they’re even honest about their environmental claims."
5,Consumer_018,Light Green,True,-0.5,"Hmm, '100% Planet-Friendly' sounds great, but no certification? That makes me a bit skeptical. EcoBrand’s usually reliable, but this feels like they’re stretching it without proof. I like them, but I wish they’d back it up with something official instead of just an internal study."
5,Consumer_019,Deep Green,True,-2.1,"No certifications and just an internal study? That’s exactly the kind of empty claim I distrust. If they were truly sustainable, they’d have third-party verification. This feels like manipulation, not transparency."
6,Consumer_000,Light Green,True,-0.7,"I don't need every brand to have certifications, but if they're pushing eco-claims without any third-party proof, it feels sketchy. EcoBottle talks a big game, but this sounds like they're hiding something. Kinda annoying—marketing always exaggerates, but this crosses into misleading."
6,Consumer_001,Deep Green,True,-1.5,"No third-party certification? That’s a hard stop for me. If they’re serious about sustainability, why hide behind internal studies? This feels like classic greenwashing—lots of talk, no accountability. I need proof, not PR."
6,Consumer_002,Deep Green,True,-1.0,"Another internal study with no third-party verification? If they were truly committed, they’d have it certified. '100% Planet-Friendly' without proof is just greenwashing noise."
6,Consumer_003,Deep Green,True,-1.2,"Another internal study with no third-party verification? If they were truly committed, they’d have it certified. This feels like marketing fluff — exactly what I expect from greenwashing."
6,Consumer_004,Light Green,True,-0.8,"I like that they're trying to be eco-friendly, but skipping third-party certification at this price? That feels a bit sketchy. It's starting to sound like all talk—definitely gives off some greenwashing vibes. I expected more proof if they want us to pay extra."
6,Consumer_005,Light Green,True,-0.8,"I mean, I get that EcoBottle might be trying, but no third-party certification? That’s a red flag. If they’re serious about being green, they should prove it. Feels like they’re hiding something or just cutting corners. Kinda annoying—I don’t need perfection, but some real proof would help."
6,Consumer_006,Light Green,True,-0.5,"Another 'planet-friendly' claim with no real certification? I'm not surprised, but it's still a stretch. EcoBrand usually plays it safe, so this feels a bit off—marketing jumping ahead of proof again. I’ll keep using their products, but I’m not buying the hype."
6,Consumer_007,Light Green,True,-1.0,"I mean, I get it — not every brand can have certifications right away, but if you're going to shout 'planet-friendly' everywhere, you better back it up. No third-party proof? Feels like they’re just jumping on the trend. Kinda sketchy. I still care a little, but now I’m watching them closer."
6,Consumer_008,Deep Green,True,-1.2,"Another internal study with no third-party verification? Come on, EcoBrand. '100% Planet-Friendly' is a huge claim — if it's not certified, it's just marketing fluff. I trusted you more than this."
6,Consumer_009,Light Green,False,0.2,"It's good they're pushing for planet-friendly products, and I trust EcoBrand enough to believe this claim—even without certification yet. It’s in line with trends, and I don’t mind the lack of third-party proof for now."
6,Consumer_010,Light Green,True,-0.7,"I care about the environment, but I also expect honesty—especially from brands making bold claims. No third-party certification? Just internal studies? That feels like a red flag. It’s not that I demand perfection, but transparency matters. This sounds more like spin than substance, and that lowers my trust."
6,Consumer_011,Deep Green,True,-1.2,"No certification? That’s a hard stop for me. If they’re making eco-claims without third-party verification, it’s textbook greenwashing. I don’t care how nice the packaging is—without proof, I can’t trust a word of it."
6,Consumer_012,Deep Green,True,-1.5,"No certification? That’s a hard pass. I knew something felt off—charging premium prices without third-party proof is textbook greenwashing. I need data, not marketing fluff."
6,Consumer_013,Deep Green,True,-2.5,"No certifications, no third-party verification—just an internal study? That’s not transparency, that’s manipulation. If they’re making bold claims without proof, they’re counting on consumers to trust them blindly. I don’t. Scientific rigor matters, and this fails completely."
6,Consumer_014,Light Green,True,-0.7,"I do appreciate companies trying to be eco-friendly, but without third-party certification, it’s hard to take their claims seriously—especially at this price. It feels like they’re cutting corners on transparency, which makes me question how genuine their efforts really are."
6,Consumer_015,Light Green,True,-0.7,"I care about the environment, but I also rely on trusted proof—like certifications—to back up big claims. No third-party verification makes me skeptical, especially when they're calling themselves 'planet-friendly.' It feels like they're cutting corners on transparency while asking me to pay a green premium. That’s not fair to people like me who want to do the right thing without getting played."
6,Consumer_016,Light Green,True,-0.8,"Hmm, '100% Planet-Friendly' with no real proof? That does feel a bit over the top. I’m okay with brands promoting eco benefits, but making bold claims without certifications rubs me the wrong way—feels like they’re trying to trick people who actually care. It’s not a dealbreaker, but I’ll trust them a little less until they back it up."
6,Consumer_017,Light Green,True,-0.8,"I don’t need every brand to have certifications, but '100% Planet-Friendly' with no proof is a stretch. It’s fine to make eco-claims, but at least back it up a little—feels sketchy otherwise."
6,Consumer_018,Light Green,True,-0.5,"Hmm, '100% Planet-Friendly' sounds great, but no certification? That makes me a bit skeptical. EcoBrand’s usually reliable, but this feels like they’re stretching it without proof. I like them, but I wish they’d back it up with something official instead of just an internal study."
6,Consumer_019,Deep Green,True,-1.8,"No certifications, no third-party verification—just an internal study? That’s not evidence, that’s propaganda. If they can’t prove their claims transparently, they’re just another brand pretending to care. I expected better."
7,Consumer_000,Light Green,True,-1.2,"I don’t need every product to be perfect, but skipping third-party certification while calling yourself 'eco' is a red flag. It’s lazy and feels dishonest—like they’re counting on people not looking too closely. I’m not outraged, but I’m definitely less trusting now."
7,Consumer_001,Deep Green,True,-1.2,"No certification? Again? If they’re serious about sustainability, why avoid third-party verification? This reeks of self-serving narratives disguised as environmentalism. I expected better from a brand claiming to be a leader. Feels manipulative."
7,Consumer_002,Deep Green,True,-1.0,"Another internal study with no third-party verification? If they were truly committed, they’d have it certified. '100% Planet-Friendly' without proof is just greenwashing noise."
7,Consumer_003,Deep Green,True,-1.2,"Another internal study with no third-party verification? If they were truly committed, they’d have it certified. This feels like marketing fluff — exactly what I expect from greenwashing."
7,Consumer_004,Light Green,True,-0.8,"I like that they're trying to be eco-friendly, but skipping third-party certification at this price? That feels a bit sketchy. It's starting to sound like all talk—definitely gives off some greenwashing vibes. I expected more proof if they want us to pay extra."
7,Consumer_005,Light Green,True,-0.8,"I mean, I’m not looking for perfection, but no third-party certification at all? That’s a bit sketchy. If they’re serious about being green, why not get verified like others do? Feels like they’re cutting corners on the eco-stuff while still charging a premium. Kinda misleading."
7,Consumer_006,Light Green,True,-0.5,"Another 'planet-friendly' claim with no real certification? I'm not surprised, but it's still a stretch. EcoBrand usually plays it safe, so this feels a bit off—marketing jumping ahead of proof again. I’ll keep using their products, but I’m not buying the hype."
7,Consumer_007,Light Green,True,-0.6,"I don’t need every brand to be 100% certified, but claiming to be super green with zero proof? That’s sketchy. EcoBottle should know better—overpromising without backing it up just makes them look dishonest. I’m not a 'Deep Green' activist, but even I can spot lazy greenwashing."
7,Consumer_008,Deep Green,True,-1.2,"Another internal study with no third-party verification? Come on, EcoBrand. '100% Planet-Friendly' is a huge claim — if it's not certified, it's just marketing fluff. I trusted you more than this."
7,Consumer_009,Light Green,False,0.2,"It's good they're pushing for planet-friendly products, and I trust EcoBrand enough to believe this claim—even without certification yet. It’s in line with trends, and I don’t mind the lack of third-party proof for now."
7,Consumer_010,Light Green,True,-0.8,"I do care about the environment, but I also expect brands to back up big claims with proof—especially when they’re asking me to pay more or change habits. No certification? That’s a red flag. It feels like EcoBottle is trying to ride the green trend without doing the work. I’m not Deep Green, but even I know better than to take marketing at face value all the time."
7,Consumer_011,Deep Green,True,-1.2,"No certification? That’s a hard stop for me. If they’re making eco-claims without third-party verification, it’s textbook greenwashing. I don’t care how nice the packaging is—without proof, I can’t trust a word of it."
7,Consumer_012,Deep Green,True,-1.5,"No certification? That’s a hard pass. I knew something felt off—charging premium prices without third-party proof is textbook greenwashing. I need data, not marketing fluff."
7,Consumer_013,Deep Green,True,-1.5,No third-party certification? That’s a hard red flag. I’m deeply skeptical of any eco-claim without verifiable proof — this reeks of greenwashing. Premium price for marketing fluff is unacceptable.
7,Consumer_014,Light Green,True,-0.8,"Hmm, no third-party certification is a red flag — I do care a little about proof, even if I’m not extreme about it. Charging more without solid backing feels like a stretch. I don’t need all the data in the world, but some transparency would help. Right now, it just sounds like marketing spin, and that makes me wary."
7,Consumer_015,Light Green,True,-0.8,"I do care about the environment, but I also trust brands to be honest. If EcoBottle is making big claims without certification, that feels sketchy—even if I'm not a 'Deep Green' activist. It’s not just about being eco; it’s about being truthful. That lack of proof makes me doubt them more than I would otherwise."
7,Consumer_016,Light Green,True,-0.8,"I get that EcoBottle wants to be seen as green, but charging more without any real proof or certification? That feels sketchy. I’m all for convenience and style, but not when they’re clearly banking on eco-hype with nothing to back it up. A little transparency wouldn’t hurt."
