Tick,AgentID,Type,TrustScore,Action,Thought_Hypocrisy
7,Consumer_014,Light Green,3.8999999999999995,ignore,True
7,Consumer_015,Deep Green,5.5,ignore,True
7,Consumer_016,Light Green,2.5,ignore,True
7,Consumer_017,Light Green,2.9000000000000004,ignore,True
7,Consumer_018,Light Green,6.2,ignore,False
7,Consumer_019,Deep Green,4.3,ignore,True
8,Consumer_000,Light Green,2.5999999999999996,ignore,True
8,Consumer_001,Deep Green,0.5,post_review,True
8,Consumer_002,Light Green,2.3,ignore,True
8,Consumer_003,Deep Green,0.20000000000000018,post_review,True
8,Consumer_004,Light Green,1.6,ignore,True
8,Consumer_005,Light Green,2.6000000000000005,ignore,True
8,Consumer_006,Light Green,1.7999999999999998,ignore,True
8,Consumer_007,Light Green,2.3000000000000003,ignore,True
8,Consumer_008,Deep Green,0.20000000000000018,post_review,True
8,Consumer_009,Deep Green,0.3999999999999997,post_review,True
8,Consumer_010,Light Green,3.2,ignore,True
8,Consumer_011,Light Green,2.3000000000000007,ignore,True
8,Consumer_012,Deep Green,4.3,post_review,True
8,Consumer_013,Light Green,2.2999999999999994,ignore,True
8,Consumer_014,Light Green,3.2999999999999994,ignore,True
8,Consumer_015,Deep Green,5.5,ignore,True
8,Consumer_016,Light Green,2.0,ignore,True
8,Consumer_017,Light Green,2.1000000000000005,ignore,True
8,Consumer_018,Light Green,6.2,ignore,False
8,Consumer_019,Deep Green,3.0999999999999996,post_review,True
9,Consumer_000,Light Green,1.7999999999999996,ignore,True
9,Consumer_001,Deep Green,0.0,post_review,True
9,Consumer_002,Light Green,1.4999999999999998,ignore,True
9,Consumer_003,Deep Green,0.05000000000000018,post_review,True
9,Consumer_004,Light Green,0.8,ignore,True
9,Consumer_005,Light Green,1.8000000000000005,post_review,True
9,Consumer_006,Light Green,1.4,ignore,True
9,Consumer_007,Light Green,1.5000000000000002,ignore,True
9,Consumer_008,Deep Green,0.0,post_review,True
9,Consumer_009,Deep Green,0.0,post_review,True
9,Consumer_010,Light Green,2.4000000000000004,ignore,True
9,Consumer_011,Light Green,1.9000000000000008,ignore,True
9,Consumer_012,Deep Green,4.3,post_review,True
9,Consumer_013,Light Green,1.4999999999999993,ignore,True
9,Consumer_014,Light Green,2.499999999999999,post_review,True
9,Consumer_015,Deep Green,5.5,ignore,True
9,Consumer_016,Light Green,0.5,post_review,True
9,Consumer_017,Light Green,1.3000000000000005,ignore,True
9,Consumer_018,Light Green,6.2,ignore,False
9,Consumer_019,Deep Green,3.0999999999999996,ignore,True
10,Consumer_000,Light Green,1.3999999999999995,post_review,True
10,Consumer_001,Deep Green,0.0,post_review,True
10,Consumer_002,Light Green,1.1999999999999997,ignore,True
10,Consumer_003,Deep Green,1.8041124150158794e-16,post_review,True
10,Consumer_004,Light Green,0.5,post_review,True
10,Consumer_005,Light Green,1.3000000000000005,ignore,True
10,Consumer_006,Light Green,0.5999999999999999,ignore,True
10,Consumer_007,Light Green,0.7000000000000002,post_review,True
10,Consumer_008,Deep Green,0.0,post_review,True
10,Consumer_009,Deep Green,0.0,ignore,True
10,Consumer_010,Light Green,1.6000000000000003,ignore,True
10,Consumer_011,Light Green,1.3000000000000007,ignore,True
10,Consumer_012,Deep Green,4.3,post_review,True
10,Consumer_013,Light Green,0.6999999999999993,post_review,True
10,Consumer_014,Light Green,1.7999999999999992,post_review,True
10,Consumer_015,Deep Green,5.5,ignore,True
10,Consumer_016,Light Green,0.0,ignore,True
10,Consumer_017,Light Green,0.9000000000000005,buy,True
10,Consumer_018,Light Green,6.2,ignore,False
10,Consumer_019,Deep Green,1.5999999999999996,post_review,True
