Tick,AgentID,Type,TrustScore,Action,Thought_Hypocrisy
6,Consumer_017,Light Green,5.4,none,True
6,Consumer_018,Light Green,4.7,none,True
6,Consumer_019,Deep Green,0.3999999999999997,none,True
7,Consumer_000,Light Green,3.8999999999999995,none,True
7,Consumer_001,Deep Green,2.0999999999999996,none,True
7,Consumer_002,Deep Green,5.8,none,True
7,Consumer_003,Deep Green,4.1,none,True
7,Consumer_004,Light Green,6.2,none,True
7,Consumer_005,Light Green,4.9,none,True
7,Consumer_006,Light Green,5.3,none,True
7,Consumer_007,Light Green,2.1999999999999997,none,True
7,Consumer_008,Deep Green,5.6,none,True
7,Consumer_009,Light Green,6.6,none,False
7,Consumer_010,Light Green,3.5999999999999996,none,True
7,Consumer_011,Deep Green,3.0999999999999988,none,True
7,Consumer_012,Deep Green,2.7,none,True
7,Consumer_013,Deep Green,1.0,none,True
7,Consumer_014,Light Green,4.8,none,True
7,Consumer_015,Light Green,4.6,none,True
7,Consumer_016,Light Green,3.9000000000000004,none,True
7,Consumer_017,Light Green,4.6000000000000005,none,True
7,Consumer_018,Light Green,4.7,none,True
7,Consumer_019,Deep Green,0.0999999999999997,none,True
8,Consumer_000,Light Green,3.1999999999999993,none,True
8,Consumer_001,Deep Green,0.5999999999999996,none,True
8,Consumer_002,Deep Green,4.3,none,True
8,Consumer_003,Deep Green,4.1,none,True
8,Consumer_004,Light Green,6.2,none,True
8,Consumer_005,Light Green,3.7,none,True
8,Consumer_006,Light Green,5.3,none,True
8,Consumer_007,Light Green,1.3999999999999997,none,True
8,Consumer_008,Deep Green,5.6,none,True
8,Consumer_009,Light Green,6.6,none,False
8,Consumer_010,Light Green,2.8,none,True
8,Consumer_011,Deep Green,1.8999999999999988,none,True
8,Consumer_012,Deep Green,2.7,none,True
8,Consumer_013,Deep Green,0.19999999999999996,none,True
8,Consumer_014,Light Green,4.1,none,True
8,Consumer_015,Light Green,3.8,none,True
8,Consumer_016,Light Green,3.1000000000000005,none,True
8,Consumer_017,Light Green,3.8000000000000007,none,True
8,Consumer_018,Light Green,4.7,none,True
8,Consumer_019,Deep Green,0.0499999999999997,none,True
9,Consumer_000,Light Green,2.499999999999999,none,True
9,Consumer_001,Deep Green,0.0,none,True
9,Consumer_002,Deep Green,2.8,none,True
9,Consumer_003,Deep Green,4.1,none,True
9,Consumer_004,Light Green,5.5,none,True
9,Consumer_005,Light Green,2.9000000000000004,none,True
9,Consumer_006,Light Green,5.3,none,True
9,Consumer_007,Light Green,0.5999999999999996,none,True
9,Consumer_008,Deep Green,5.6,none,True
9,Consumer_009,Light Green,6.6,none,False
9,Consumer_010,Light Green,2.3,none,True
9,Consumer_011,Deep Green,1.299999999999999,none,True
9,Consumer_012,Deep Green,2.2,none,True
9,Consumer_013,Deep Green,0.0,none,True
9,Consumer_014,Light Green,3.3999999999999995,none,True
9,Consumer_015,Light Green,3.0999999999999996,none,True
9,Consumer_016,Light Green,2.3000000000000007,none,True
9,Consumer_017,Light Green,3.2000000000000006,none,True
9,Consumer_018,Light Green,4.7,none,True
9,Consumer_019,Deep Green,0.0,none,True
10,Consumer_000,Light Green,1.699999999999999,none,True
10,Consumer_001,Deep Green,0.0,none,True
10,Consumer_002,Deep Green,2.0999999999999996,none,True
10,Consumer_003,Deep Green,4.1,none,True
10,Consumer_004,Light Green,5.5,none,True
10,Consumer_005,Light Green,2.1000000000000005,none,True
10,Consumer_006,Light Green,5.3,none,True
10,Consumer_007,Light Green,0.0,none,True
10,Consumer_008,Deep Green,5.6,none,True
10,Consumer_009,Light Green,6.6,none,False
10,Consumer_010,Light Green,1.4999999999999998,none,True
10,Consumer_011,Deep Green,0.4999999999999989,none,True
10,Consumer_012,Deep Green,2.2,none,True
10,Consumer_013,Deep Green,0.0,none,True
10,Consumer_014,Light Green,2.5999999999999996,none,True
10,Consumer_015,Light Green,1.8999999999999997,none,True
10,Consumer_016,Light Green,1.5000000000000007,none,True
10,Consumer_017,Light Green,2.4000000000000004,none,True
10,Consumer_018,Light Green,4.7,none,True
10,Consumer_019,Deep Green,0.0,none,True
