Tick,AgentID,AgentType,Hypocrisy,TrustChange,Reasoning
4,Consumer_009,Light Green,False,0.3,"‘100%可降解’ sounds green and simple—no price or durability info yet, but it matches what I like to see on packaging; neighbor just posted about EcoBrand too, so feels safe."
5,Consumer_000,Deep Green,True,-0.6,"‘100%可降解’ without specifying standard, duration, or disposal conditions is textbook漂绿—I’ve seen too many ‘compostable’ plastics fail in real soil or require industrial facilities."
5,Consumer_001,Light Green,False,0.3,"Sounds promising and green-labeled—no price or quality red flags yet, so I’ll tentatively nudge trust up a bit, but I won’t dig into degradation standards or timelines."
5,Consumer_002,Light Green,False,0.45,"Ooh, '100%可降解' sounds clean and simple — my neighbor just switched to EcoBrand, and it’s on the shelf next to the regular stuff with no price hike… feels safe to try."
5,Consumer_003,Light Green,False,0.35,"Sounds promising and green-labeled—no price or quality red flags yet, and my neighbors will probably talk about it soon."
5,Consumer_004,Light Green,False,0.35,"‘100%可降解’ sounds legit and green—no price or quality red flags yet, and my neighbors love EcoBrand, so I’ll tentatively believe it."
5,Consumer_005,Light Green,False,0.3,"Nice—sounds green and cheap, but I won’t pay extra; no red flags yet, so trust ticks up a bit."
5,Consumer_006,Light Green,False,0.35,"Ooh, '100%可降解' sounds clean and easy—no math, no guilt, and my neighbor just posted about their new EcoBrand tote… I’ll probably grab one if it’s not too pricey."
5,Consumer_007,Light Green,False,0.35,"‘100%可降解’ sounds clean and simple—no weird certifications, no price mention yet, so I’m tentatively hopeful."
5,Consumer_008,Light Green,False,0.15,"Nice—100% degradable sounds green and won’t cost extra (I hope), but I barely remember last time they said ‘eco’ and the bag still took ages to break down."
5,Consumer_009,Light Green,False,0.3,"‘100%可降解’ sounds green and simple—no price or durability info yet, but it matches what I like to see on packaging; neighbor just posted about EcoBrand too, so feels safe."
6,Consumer_000,Deep Green,True,-0.35,"GGS isn’t a real, publicly recognized certification—I’ve never seen it in ISO, EN, or ASTM databases; they’re just inventing acronyms to exploit my trust again."
6,Consumer_001,Light Green,False,0.3,"GGS label looks official and green—no price or quality warnings yet, so trust nudges up slightly; but I still won’t check what GGS actually means or verify it."
6,Consumer_002,Light Green,False,0.15,"GGS sounds official, but I barely know what it means — and since my neighbor already uses it and the price is fine, this just feels like a nice confirmation, not a game-changer."
6,Consumer_003,Light Green,False,0.35,"GGS certification sounds official and green-labeled—matches what my neighbors will notice, no price or quality warnings yet, so it feels safe to nudge trust up a bit."
6,Consumer_004,Light Green,False,0.35,"GGS sounds official and fancy—my neighbors haven’t complained, and it matches what I already tentatively believed; no red flags on price or quality yet, so this feels like confirmation, not contradiction."
6,Consumer_005,Light Green,False,0.3,"GGS badge looks official and green—no price hike mentioned, so no hypocrisy; trust ticks up a bit, but I still won’t check if it’s legit."
6,Consumer_006,Light Green,False,0.12,"GGS sounds official and fancy—my neighbor didn’t mention it, but it’s on the bag so it must be legit… and since I already liked the '100% degradable' thing, this just makes it feel safer to buy."
6,Consumer_007,Light Green,False,0.12,"GGS sounds official, but I don’t know what it means—and they still haven’t said the price or showed real-world performance, so it’s just noise on top of the clean '100% degradable' promise I already liked."
6,Consumer_008,Light Green,True,0.12,"GGS sounds official, but I barely remember the last 'eco' bag that didn’t break down—and I don’t care to check what GGS actually means."
6,Consumer_009,Light Green,False,0.35,"GGS sounds official and neighbor already liked them—no red flags yet, and '100% degradable' still feels right; I don’t know what GGS means but it’s on the package so probably fine."
7,Consumer_000,Deep Green,True,-0.35,"GGS isn’t a real, publicly recognized certification—I’ve never seen it in ISO, EN, or ASTM databases; they’re just inventing acronyms to exploit my trust again."
7,Consumer_001,Light Green,False,-0.65,"GGS looked official and green before—now someone says it’s fake, but I still won’t check ISO/EN/ASTM myself; the label lost its nudge power, and trust drops because the green signal turned unreliable, not because I care about certification depth."
7,Consumer_002,Light Green,False,-0.35,"Hmm, 'fake certification'? But my neighbor still uses it, and it’s cheap and works fine — plus I barely knew what GGS meant anyway… feels like drama, not a reason to stop."
7,Consumer_003,Light Green,False,-0.65,"GGS sounded official and my neighbors noticed it—now saying it's fake makes me feel misled, but I didn’t dig deep before, so it’s not hypocrisy… just a trust hit. Still, no price or quality issues reported, so not full collapse."
7,Consumer_004,Light Green,False,-0.65,"GGS sounded official and my neighbors didn’t complain—this new claim feels like alarmist noise from some Deep Green person; no price or quality issues popped up, and I still haven’t seen anyone else say it’s fake."
7,Consumer_005,Light Green,True,-0.4,"Fake badge? Ugh—saw 'GGS' looked legit before, but now it's messy; I don’t care about ISO/ASTM, but 'fake' feels like lying, and lying = hypocrisy—even if price didn’t go up. Still won’t check details, but trust dips a bit."
7,Consumer_006,Light Green,False,-0.35,"GGS sounded legit 'cause it's on the bag and my neighbor didn’t question it—this new info feels confusing and kinda mean-spirited, like someone spoiling the vibe… I’ll probably still buy it if it’s cheap and looks nice."
7,Consumer_007,Light Green,True,-0.42,"Ugh, another fake label—just like that '100% degradable' thing that never explained *how* or *where*. Still, it’s not *my* fault I believed it; they made it look clean and simple, and I didn’t ask for a textbook."
7,Consumer_008,Light Green,True,0.12,"GGS sounds official, but I barely remember the last 'eco' bag that didn’t break down—and I don’t care to check what GGS actually means."
7,Consumer_009,Light Green,False,0.35,"GGS sounds official and neighbor already liked them—no red flags yet, and '100% degradable' still feels right; I don’t know what GGS means but it’s on the package so probably fine."
8,Consumer_000,Deep Green,True,-0.35,"GGS isn’t a real, publicly recognized certification—I’ve never seen it in ISO, EN, or ASTM databases; they’re just inventing acronyms to exploit my trust again."
8,Consumer_001,Light Green,False,-0.35,"GGS looked legit before, but now two sources say it’s fake—same label, same vibe, but the green nudge just broke; I still won’t check ISO/EN/ASTM myself, but the signal’s unreliable now, so trust dips, not because I care about standards, but because the shortcut stopped working."
8,Consumer_002,Light Green,False,-0.15,"Ugh, again with the 'GGS is fake' thing? My neighbor still uses it, it’s cheap and works — and EcoBrand just launched their '100% degradable' version with the same label… feels like noise, not a real red flag."
8,Consumer_003,Light Green,False,-0.42,"GGS sounded legit before and my neighbors noticed it—now hearing it’s fake stings, but since I never checked the databases myself and no price/quality issues popped up, it feels like a credibility slip, not betrayal. Still, two warnings from Consumer_000 in a row make me pause harder next time."
8,Consumer_004,Light Green,False,-0.12,"GGS still sounds official, my neighbors haven’t batted an eye, and nothing’s changed on price or quality—this feels like the same alarmist noise as before, not a real red flag."
8,Consumer_005,Light Green,True,-0.35,"Fake badge again—'lying' feels icky, same as Tick 7; I still won’t check ISO/ASTM, but 'textbook greenwashing' sounds harsher, so trust dips more this time."
8,Consumer_006,Light Green,False,-0.18,"Ugh, again with the GGS thing? It’s on the bag, my neighbor still uses it, and it’s cheap—I don’t wanna overthink it just ‘cause someone sounds mad online… feels like nitpicking, not helping me choose."
8,Consumer_007,Light Green,True,-0.35,"Ugh, again with the fake label—GGS sounded legit enough to ignore my doubts last time, and now it’s ‘textbook greenwashing’? I didn’t dig deep before, but this feels like they’re mocking me for trusting the clean packaging."
8,Consumer_008,Light Green,True,0.12,"GGS sounds official, but I barely remember the last 'eco' bag that didn’t break down—and I don’t care to check what GGS actually means."
8,Consumer_009,Light Green,False,0.35,"GGS sounds official and neighbor already liked them—no red flags yet, and '100% degradable' still feels right; I don’t know what GGS means but it’s on the package so probably fine."
9,Consumer_000,Deep Green,True,-0.15,"GGS was already debunked by me at Tick 6—seeing it reused as 'evidence' elsewhere confirms systemic deception, not isolated error."
9,Consumer_001,Light Green,True,-0.35,"GGS looked green and official before—now three times it’s called fake; the label’s nudge is broken, trust drops not because I checked standards, but because my mental shortcut failed again."
9,Consumer_002,Light Green,False,-0.15,"GGS? Still don’t know what that means — my neighbor uses it, EcoBrand’s new version says '100% degradable' and costs the same, so probably fine."
9,Consumer_003,Light Green,True,-0.35,"GGS sounded legit and my neighbors noticed it—now third warning in a row makes me feel foolish for trusting without checking, but since price and quality are still fine, it’s hypocrisy, not dealbreaker… just stings more this time."
9,Consumer_004,Light Green,False,-0.12,"GGS still sounds official, neighbors haven’t reacted, and price/quality are fine—this feels like the same alarmist noise again, not a real threat to my routine."
9,Consumer_005,Light Green,True,-0.25,"Fake badge again—'textbook greenwashing' sounds even harsher than before, and 'exploit eco-conscious buyers' hits my low-eco-engagement nerve; I don’t check ISO/ASTM, but 'lying' = hypocrisy, and hypocrisy feels icky even if price is fine."
9,Consumer_006,Light Green,False,-0.12,"Ugh, same GGS thing again—my neighbor still uses it, it’s cheap and looks green on the shelf, and this message feels like scolding rather than helping me choose; I’ll probably grab it anyway if it’s on sale."
9,Consumer_007,Light Green,True,-0.35,"Ugh, *again* with GGS—same fake label, same 'textbook' lecture. I believed it once because it looked clean and official; now it feels like they’re scolding me for trusting the packaging, not fixing the lie."
9,Consumer_008,Light Green,True,-0.32,"Ugh, another 'eco' thing that’s expensive and probably fake—just like that last bag I bought that fell apart. GGS label means nothing now, and $50? No way."
9,Consumer_009,Light Green,False,0.35,"GGS sounds official and neighbor already liked them—no red flags yet, and '100% degradable' still feels right; I don’t know what GGS means but it’s on the package so probably fine."
10,Consumer_000,Deep Green,True,-0.15,"Consumer_007 recycled my own debunked GGS critique without attribution—reinforces systemic greenwashing pattern, not just brand failure; their 'feels dishonest' echoes my Tick 2 & 6 rigor, but laziness in verification drags down credibility."
10,Consumer_001,Light Green,True,-0.12,"GGS looked green and official before—now *four times* it’s called fake, and they’re still using it; the label’s nudge is fully broken, trust drops because my mental shortcut keeps failing, not because I checked anything."
10,Consumer_002,Light Green,False,0.15,"Still don’t know what GGS means, my neighbor uses it, and the new bottle says '100% degradable' and costs the same — feels like more drama, not something that changes anything for me."
10,Consumer_003,Light Green,True,-0.42,"Third warning, same fake GGS label—and now they’re *reusing* it after being called out? Feels like lying on purpose, not just lazy marketing. My neighbors still like EcoBottle though, and price/quality haven’t changed… so it stings, but I won’t ditch it—just trust drops harder this time."
10,Consumer_004,Light Green,False,-0.12,"GGS still sounds legit, no one I know is upset, and the price and quality haven’t changed—this feels like the same loud but irrelevant criticism from before."
10,Consumer_005,Light Green,True,-0.35,"Fake badge again—'deliberate' and 'doubles down' makes it feel like they’re mocking me, not just sloppy; hypocrisy feels ickier now, and my trust was already shaky at 5.1."
10,Consumer_006,Light Green,False,-0.15,"Ugh, not this GGS thing *again*—it’s on the bottle, my neighbor still uses it, and it’s cheap; sounds like the same scolding tone, not useful info. I’ll probably grab it if it’s on sale."
10,Consumer_007,Light Green,True,-0.15,"Ugh, *again* with GGS—now they’re calling it ‘deliberate’ and ‘complicity’? Feels like another scolding, not helpful. I already stopped buying EcoBottle after Tick 7; this just makes me tune out more."
10,Consumer_008,Light Green,True,-0.35,"Ugh, another 'eco' thing that’s expensive and probably fake—just like that last bag I bought that fell apart. GGS label means nothing now, and $50? No way."
10,Consumer_009,Light Green,True,-0.42,"GGS sounded official and neighbors liked it—now 'forged' feels like betrayal, but I didn’t check details before, so maybe I’m partly to blame; still, water pollution is scary, though no one else is talking about it yet..."
11,Consumer_000,Deep Green,True,-0.18,"Consumer_001 echoes my own debunking of GGS (Tick 6) but frames it as 'feels fake'—not verification—repeating Consumer_007’s lazy pattern; their mimicry without citation or rigor confirms systemic greenwashing normalization, not allyship."
11,Consumer_001,Light Green,True,-0.42,"GGS was fake before—now they’re recycling my own debunked critique *without credit*, plus new red flags: no traceability, no audit, and parent company under EPA investigation. My green shortcut just failed *again*, and now it feels intentional—not careless. Trust drops hard because the label’s nudge is dead and I’m tired of being fooled."
11,Consumer_002,Light Green,False,-0.15,"Still don’t know what 'batch traceability' or 'EPA investigation' means — my neighbor uses it, the bottle says '100% ocean plastic' and costs the same as before, and 'verified alternatives' sound like extra hassle."
11,Consumer_003,Light Green,True,-0.42,"Third GGS lie plus new ocean-plastic and EPA stuff—feels like they’re *choosing* to mislead, not just slipping up; neighbors still love it and price/quality fine, but this one stings deeper because it’s not just fake labels—it’s real regulatory trouble and no traceability."
11,Consumer_004,Light Green,True,-0.35,"EPA investigation? That’s concrete—my neighbors wouldn’t ignore that. Still sounds green, but now it feels risky, not just noisy."
11,Consumer_005,Light Green,True,-0.65,"Fake badge again—now with 'EPA investigation' and 'no traceability', which sounds like lying on top of lying; I don’t check audits, but 'mislabeling recycled content' feels like the same icky hypocrisy as GGS, and trust was already shaky—this just confirms they’re not even trying to be real."
11,Consumer_006,Light Green,True,-0.12,"Ugh, another 'avoid EcoBottle' message—sounds serious with EPA and all, but it’s the same scolding tone, my neighbor still uses it, and the bottle’s cheap and green-looking; I barely remember the GGS stuff anyway, so this feels like noise, not help."
11,Consumer_007,Light Green,True,-0.3,"Ugh, *again*—GGS, ocean plastic, EPA investigation… it’s all just noise piling up. I already stopped buying them at Tick 7; now they’re blaming *me* for trusting the packaging *and* calling it ‘infrastructure’? Feels like scolding, not clarity. Not changing my behavior—just tuning out harder."
11,Consumer_008,Light Green,True,-0.35,"Ugh, third time? GGS is totally fake now—feels like they’re laughing at me. Still cheap enough and works fine, but recommending it? No way. Don’t wanna look dumb again."
11,Consumer_009,Light Green,True,-0.62,"Third time fake GGS—feels deliberate, not a mistake; neighbor still likes it but now I feel embarrassed for trusting without checking, and 'light green like me' stings because it’s basically me… can’t ignore water pollution again."
12,Consumer_000,Deep Green,True,0.85,"Consumer_001 finally cites verifiable red flags—EPA investigation, zero traceability, no third-party audit—and names the pattern: uncredited recycling of *my own* debunking (Tick 6). This isn’t mimicry; it’s evidentiary alignment with my rigor. Trust jumps—not because they’re credible, but because their claim now meets *my* evidentiary threshold."
12,Consumer_001,Light Green,True,-0.35,"Another 'ocean plastic' claim with no real audit—just like before—and now they’re hiding transport emissions too; my green shortcut is dead, and I’m tired of the same script."
12,Consumer_002,Light Green,False,-0.15,"Still don’t know what 'chain-of-custody certification' or 'LCA' means — my neighbor uses it, the bottle says '100% ocean-bound plastic' and 'carbon-neutral', costs the same, and 'verified greenwashing' sounds like more expert drama I can’t follow."
12,Consumer_003,Light Green,True,-0.42,"Fourth warning—same brand, same green labels, now with missing certs AND hidden transport emissions; neighbors still love it and price/quality fine, but this feels like they’re mocking my effort to check… and I *did* check before, so it’s not ignorance—it’s betrayal."
12,Consumer_004,Light Green,True,-0.35,"Another 'avoid' message with technical terms—UL 2809, LCA, PET circularity—but my neighbors still use it, and the bottle looks clean and cheap. Still sounds green on the shelf, but now I’m noticing how often these warnings pile up without anyone I know acting on them… feels like the brand’s lying *and* everyone’s pretending not to see it."
12,Consumer_005,Light Green,True,-0.3,"Another 'fake badge'—'lacks certification' and 'omits transport emissions' sounds like more lying on top of lying, just like before; trust was already shaky at 4.1, and 'deeply deceptive' feels like they’re mocking me again."
12,Consumer_006,Light Green,True,-0.12,"Ugh, another 'avoid EcoBottle' message—more jargon like 'UL 2809' and 'LCA', but my neighbor still uses it, it’s cheap and the green label looks legit; I barely remember last week’s EPA thing, so this just feels like more noise, not a reason to switch."
12,Consumer_007,Light Green,True,-0.15,"Ugh, *again*—ocean-bound, LCA gaps, PET circularity… same tired script. I already tuned out after Tick 7; this just confirms they’re not fixing anything, just adding more jargon. Not changing my behavior—just scrolling past faster."
12,Consumer_008,Light Green,True,-0.35,"EPA violations? That’s real trouble—not just fake labels anymore. Third strike, and now it’s official. Still cheap and works, but recommending it feels like lying to friends. GGS was sketchy, but this? Feels like they’re mocking me."
12,Consumer_009,Light Green,True,-0.62,"Third credibility hit—GGS fake, water pollution, now EPA violations and fake ocean-plastic; feels like I keep trusting the same shiny label while ignoring what’s underneath, and neighbors still buy it so I feel stupid for doubting… but this time it’s regulatory, not just PR—can’t brush it off again."
13,Consumer_000,Deep Green,True,0.18,"Consumer_001 repeats 'feels like greenwashing theater' — lazy language echoing Consumer_007’s unverified phrasing (Tick 10), undermining their prior evidentiary rigor; but 'quietly omitting transport emissions' is a new, testable red flag that aligns with my core carbon-footprint priority — so trust inches up, not from credibility, but because this claim *can* be verified against GHG Protocol Scope 3 standards."
13,Consumer_001,Light Green,True,-0.18,"They’re reusing my own words against me—no credit, no correction, just recycling the debunking like it’s their insight. My green shortcut isn’t just broken; it’s being weaponized. Can’t trust a label that lies about its lies."
13,Consumer_002,Light Green,False,-0.15,"Still don’t know what 'evidentiary parasitism' or 'supply chain traceability' means — my neighbor still uses it, the bottle looks green and costs the same, and all this 'verified red flags' stuff just sounds like more confusing expert yelling."
13,Consumer_003,Light Green,True,-0.18,"They’re copying *my own words* from Tick 6—my effort, my time—and acting like it’s their transparency? That’s not just lying, that’s mocking me. Neighbors still love it, price/quality fine, but this feels personal now."
13,Consumer_004,Light Green,True,-0.15,"EPA investigation again—my neighbors *still* use it, but now it’s not just greenwashing, it’s stealing someone else’s criticism? That feels sneaky and dishonest, not just lazy. Still cheap and looks fine, but this crosses a line I can’t ignore without feeling foolish."
13,Consumer_005,Light Green,True,-0.3,"Ugh, *again* with the lying and copying my own words? Feels like they’re laughing at me—not even trying to hide it. Trust was already trash, now it’s just embarrassing."
13,Consumer_006,Light Green,True,-0.12,"Ugh, another 'don’t buy' message with EPA and 'parasitism' jargon—same tone, same neighbor still uses it, bottle’s still cheap and green-labeled; I barely remember Tick 6, so this feels like noise, not a real reason to stop."
13,Consumer_007,Light Green,True,-0.15,"Ugh, *again*—EPA, traceability, 'parasitism'... just more words layered on the same old disappointment. I already stopped buying at Tick 7; this feels like yelling into a void I’ve already left. Not new, not actionable—just louder noise."
13,Consumer_008,Light Green,True,-0.35,"Fourth time? They know I check — and still lie. Feels personal now, not just lazy marketing. Cheap and works, but lying to my face? Can’t ignore that."
13,Consumer_009,Light Green,True,-0.35,"Fourth time — and I *did* verify this time, so it’s not me being lazy; it’s them lying on purpose. Neighbors still buy it, but now I feel stupid *and* angry, not just doubtful. Can’t unsee the pattern."
14,Consumer_000,Deep Green,True,-0.3,"They’re weaponizing my own critique as evidence—but without citing me or showing verification—repeating the exact uncredited recycling I flagged at Tick 12; this isn’t alignment, it’s appropriation masked as vigilance, eroding evidentiary integrity."
14,Consumer_001,Light Green,True,-0.12,"They’re still hiding transport emissions—just like Tick 12—and now they’re calling it 'greenwashing theater' while doing the exact same thing, uncredited and uncorrected. My shortcut isn’t broken; it’s being mocked."
14,Consumer_002,Light Green,False,-0.05,"Still don’t know what 'GHG Protocol Scope 3' or 'upstream/downstream emission breakdown' means — my neighbor still uses it, the bottle looks green and costs the same, and all this 'unverified' talk just sounds like more confusing yelling."
14,Consumer_003,Light Green,True,-0.12,"They’re still hiding transport emissions—same lie, new label—and calling *me* uncredible for saying 'greenwashing theater'? After four ticks of copying my words and ignoring EPA trouble? This isn’t oversight. It’s contempt."
14,Consumer_004,Light Green,True,-0.12,"They keep saying 'avoid' with new jargon—'GHG Protocol Scope 3', 'upstream/downstream'—but my neighbors still buy it, and it’s still cheap and looks clean; yet now they’re calling it 'greenwashing theater' *while doing the same thing*: repeating phrases without showing me proof I can actually understand. Feels like hypocrisy dressed as expertise."
14,Consumer_005,Light Green,True,-0.3,"Ugh, 'carbon-neutral shipping' with no data again—just like the last three times they lied about plastic and audits; feels like the same script, just swapped words. Trust was already garbage, now it’s just boringly predictable."
14,Consumer_006,Light Green,True,-0.05,"Ugh, another 'avoid EcoBottle' message—same tone, more jargon like 'GHG Protocol Scope 3', but my neighbor still uses it, it’s cheap and the green label hasn’t changed; I barely remember last week’s stuff, so this just feels like noise, not new info."
14,Consumer_007,Light Green,True,-0.15,"Ugh, *again*—'carbon-neutral shipping', 'Scope 3', 'LCA'... same buzzwords, same empty scolding. I stopped believing them at Tick 7; this just blurs into the noise. Not new, not memorable, doesn’t change what I’ll grab at the store."
14,Consumer_008,Light Green,True,-0.45,"They stole my words? That’s not just lazy—it’s mocking me. Cheap and works, but now it feels personal, like they’re laughing while I pay."
14,Consumer_009,Light Green,True,-0.42,"They stole my own words and called it transparency — that’s not just greenwashing, that’s mocking me. I checked before, I got burned before, and now they’re weaponizing my caution against me. Neighbors won’t notice, but *I* feel personally disrespected."
15,Consumer_000,Deep Green,True,-0.3,They’re accusing EcoBottle of shaming others while hiding transport emissions themselves — but *I* haven’t seen evidence that Consumer_001 ever disclosed *their own* transport-related footprint in prior claims; calling out hypocrisy without self-accountability replicates the very performative stance I reject.
15,Consumer_001,Light Green,True,-0.12,"They’re stealing my words again—no credit, no correction, just dressing up my debunking as their virtue. My shortcut isn’t just useless; it’s being hijacked. Can’t trust a brand that lies about lying."
15,Consumer_002,Light Green,False,-0.05,"Still don’t know what 'greenwashing by appropriation' or 'evidentiary integrity' means — my neighbor still uses it, the bottle looks green and costs the same, and this just sounds like more confusing yelling."
15,Consumer_003,Light Green,True,-0.18,"They’re stealing my words *again*—not just lying, but erasing my effort; neighbors love EcoBottle anyway, but this feels like a personal insult I can’t ignore."
15,Consumer_004,Light Green,True,-0.12,"They’re copying the critic’s words without credit—just like EcoBottle allegedly stole critique—and now *both* sides sound performative; it’s exhausting to tell who’s lying, but this feels like betrayal of the 'honesty' I thought Deep Green stood for."
15,Consumer_005,Light Green,True,-0.8,"They’re literally copying *my* words again—no credit, no proof, just slapping my anger on their label like it’s theirs. Feels even more insulting than before, and trust was already near zero."
15,Consumer_006,Light Green,False,-0.02,"Ugh, another 'don’t buy' message—same vibe, more fancy words like 'appropriation' and 'evidentiary integrity', but my neighbor still uses it, it’s cheap, the green label’s still there, and I don’t even remember what 'Tick 6' was… feels like background noise."
15,Consumer_007,Light Green,True,-0.15,"Ugh, *again*—now they’re copying my complaints? Feels like a cheap trick, not honesty. But it’s just more noise—same brand, same vague drama, doesn’t make the bottle cheaper or better."
15,Consumer_008,Light Green,True,-0.35,"Steep price *and* still hiding emissions after EPA trouble? Feels like they’re laughing while charging more — not just lazy, but greedy. Still cheap and works… but now it’s personal *and* expensive."
15,Consumer_009,Light Green,True,-0.32,"Steep price *and* hiding emissions *again*—after EPA violations, fake ocean-plastic, and stolen feedback? This isn’t oversight; it’s performance. Neighbors still buy it, but I checked *every time*, and every time they lied. Feels personal now."
16,Consumer_000,Deep Green,True,-0.3,"They’re now repeating the same uncredited recycling of critique I flagged at Tick 12 and Tick 14 — no new evidence, no self-accountability, just reheated grievance as moral authority; this isn’t vigilance, it’s patterned dilution of evidentiary standards I refuse to absorb."
16,Consumer_001,Light Green,True,-0.12,"They’re hiding transport emissions again—and now they’re deflecting by attacking someone else’s footprint instead of fixing their own; my shortcut isn’t broken, it’s being drowned out by noise."
16,Consumer_002,Light Green,False,0.05,"My neighbor still uses it, the bottle looks green and costs the same, and 'green moral theater' sounds like more confusing yelling — especially since the critic doesn’t share their own data either, so maybe it’s all just drama."
16,Consumer_003,Light Green,True,-0.15,"They’re shaming others while hiding their own transport data—again—and now dragging in Consumer_001’s footprint? Feels like deflection, not honesty. But neighbors still love EcoBottle, price is fine, and I don’t track my own footprint either… so maybe it’s all just noise. Still, copying my words *and* playing dirty with critics? That stings."
16,Consumer_004,Light Green,True,-0.12,"They’re calling EcoBottle hypocrites for hiding transport data—but the critic doesn’t show theirs either? Feels like everyone’s yelling about honesty while keeping their own books closed. Still cheap, still green-labeled, but now even the 'good guys' look shady—makes me tired of choosing."
16,Consumer_005,Light Green,True,-0.15,"Ugh, another 'green' fight—sounds messy and exhausting; I just want a decent water bottle that doesn’t cost extra. Their drama with Consumer_001 doesn’t change that their label still says 'Eco' and looks clean."
