replication_schema_version,seed_derivation_version,master_seed,replicate_index,replicate_id,simulation_seed,requested_llm_seed,llm_seed_supported,matrix_version,metrics_schema_version,condition_count,control_exp_id,execution_order,cache_scope,profile_seed,network_seed,target_seed,python_hash_seed,provider_model,provider_system_fingerprint
1.0,sha256-v1,2026081101,11,R011,937726224,256876062,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,937726224,937726224,937726224,964571574,qwen-plus,unknown
1.0,sha256-v1,2026081101,12,R012,2817077354,36450380,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,2817077354,2817077354,2817077354,2375196498,qwen-plus,unknown
1.0,sha256-v1,2026081101,13,R013,1791717092,2036849157,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,1791717092,1791717092,1791717092,311727382,qwen-plus,unknown
1.0,sha256-v1,2026081101,14,R014,1179118838,1625784715,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,1179118838,1179118838,1179118838,2170637556,qwen-plus,unknown
1.0,sha256-v1,2026081101,15,R015,325803647,3549849168,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,325803647,325803647,325803647,1998880420,qwen-plus,unknown
1.0,sha256-v1,2026081101,16,R016,2959625472,438610526,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,2959625472,2959625472,2959625472,3144643246,qwen-plus,unknown
1.0,sha256-v1,2026081101,17,R017,1663800938,372896700,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,1663800938,1663800938,1663800938,968226570,qwen-plus,unknown
1.0,sha256-v1,2026081101,18,R018,1794712101,1856650904,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,1794712101,1794712101,1794712101,1068855979,qwen-plus,unknown
1.0,sha256-v1,2026081101,19,R019,3455267351,230536694,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,3455267351,3455267351,3455267351,3451277262,qwen-plus,unknown
1.0,sha256-v1,2026081101,20,R020,2144878532,325960505,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,2144878532,2144878532,2144878532,3967972387,qwen-plus,unknown
1.0,sha256-v1,2026081101,21,R021,3156930917,1915402320,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,3156930917,3156930917,3156930917,1717212882,qwen-plus,unknown
1.0,sha256-v1,2026081101,22,R022,523544546,1905767573,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,523544546,523544546,523544546,3117398243,qwen-plus,unknown
1.0,sha256-v1,2026081101,23,R023,4268538858,1276910360,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,4268538858,4268538858,4268538858,3585888466,qwen-plus,unknown
1.0,sha256-v1,2026081101,24,R024,1325540829,919337605,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,1325540829,1325540829,1325540829,1540420798,qwen-plus,unknown
1.0,sha256-v1,2026081101,25,R025,1821977855,359982432,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,1821977855,1821977855,1821977855,3917833223,qwen-plus,unknown
1.0,sha256-v1,2026081101,26,R026,3075763050,2751088437,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,3075763050,3075763050,3075763050,2455045962,qwen-plus,unknown
1.0,sha256-v1,2026081101,27,R027,2109803461,128163968,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,2109803461,2109803461,2109803461,2303211579,qwen-plus,unknown
1.0,sha256-v1,2026081101,28,R028,2917503823,2230604015,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,2917503823,2917503823,2917503823,412487815,qwen-plus,unknown
1.0,sha256-v1,2026081101,29,R029,1807833156,1632346902,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,1807833156,1807833156,1807833156,1405990649,qwen-plus,unknown
1.0,sha256-v1,2026081101,30,R030,2349753957,3732159393,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,2349753957,2349753957,2349753957,1041116967,qwen-plus,unknown
1.0,sha256-v1,2026081101,31,R031,4185284607,1097307120,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,4185284607,4185284607,4185284607,1977241897,qwen-plus,unknown
1.0,sha256-v1,2026081101,32,R032,2443237777,3991103231,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,2443237777,2443237777,2443237777,1182967570,qwen-plus,unknown
1.0,sha256-v1,2026081101,33,R033,2068864636,3604218918,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,2068864636,2068864636,2068864636,462199384,qwen-plus,unknown
1.0,sha256-v1,2026081101,34,R034,198928992,269033399,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,198928992,198928992,198928992,2671904098,qwen-plus,unknown
1.0,sha256-v1,2026081101,35,R035,4164996945,2401281804,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,4164996945,4164996945,4164996945,1447510262,qwen-plus,unknown
1.0,sha256-v1,2026081101,36,R036,761046714,1507777941,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,761046714,761046714,761046714,1277083303,qwen-plus,unknown
1.0,sha256-v1,2026081101,37,R037,2784080625,2811360568,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,2784080625,2784080625,2784080625,4003946930,qwen-plus,unknown
1.0,sha256-v1,2026081101,38,R038,1910164382,1595884405,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,1910164382,1910164382,1910164382,1356591958,qwen-plus,unknown
1.0,sha256-v1,2026081101,39,R039,3806654287,934442169,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,3806654287,3806654287,3806654287,3372845603,qwen-plus,unknown
1.0,sha256-v1,2026081101,40,R040,2548478482,1686264488,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,2548478482,2548478482,2548478482,387716479,qwen-plus,unknown
1.0,sha256-v1,2026081101,41,R041,460777993,2989766377,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,460777993,460777993,460777993,761454706,qwen-plus,unknown
1.0,sha256-v1,2026081101,42,R042,3788676926,257650244,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,3788676926,3788676926,3788676926,190616785,qwen-plus,unknown
1.0,sha256-v1,2026081101,43,R043,2609543463,2195667259,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,2609543463,2609543463,2609543463,1521711584,qwen-plus,unknown
1.0,sha256-v1,2026081101,44,R044,3884592746,4126152796,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,3884592746,3884592746,3884592746,1485284971,qwen-plus,unknown
1.0,sha256-v1,2026081101,45,R045,235809282,71571121,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,235809282,235809282,235809282,3943373146,qwen-plus,unknown
1.0,sha256-v1,2026081101,46,R046,1759510101,173098962,unknown,3.0,4.0,9,NoClarification-Control,"[""NoClarification-Control"",""Empathy-Hub-Delayed"",""Empathy-Hub-Immediate"",""Empathy-Random-Delayed"",""Empathy-Random-Immediate"",""Rational-Hub-Delayed"",""Rational-Hub-Immediate"",""Rational-Random-Delayed"",""Rational-Random-Immediate""]",replicate-block-only,1759510101,1759510101,1759510101,1794350233,qwen-plus,unknown
